Loanref,first_default_month,speed_label
F23Q20191645,10,1
F22Q10183178,12,1
F23Q30185785,16,0
F22Q20309966,15,0
F23Q10059462,23,0
F23Q30131401,17,0
F23Q10074149,8,1
F22Q30293240,8,1
F22Q10390424,6,1
F22Q30166911,21,0
F22Q40165932,14,0
F23Q30233318,8,1
F22Q20146569,20,0
F22Q20420388,15,0
F22Q20132736,5,1
F22Q30280991,20,0
F22Q10444891,8,1
F22Q40105979,17,0
F23Q20098741,15,0
F22Q10464865,6,1
F22Q30257669,7,1
F23Q10014127,13,0
F22Q20034105,11,1
F22Q30157805,6,1
F22Q40187214,12,1
F23Q20050574,10,1
F23Q30251044,9,1
F22Q30232389,10,1
F22Q10225599,15,0
F23Q10146225,19,0
F22Q40017634,17,0
F23Q20054961,14,0
F22Q10574562,15,0
F23Q20118462,19,0
F22Q40121067,17,0
F23Q30258923,8,1
F22Q20145413,8,1
F22Q40014657,11,1
F22Q10504707,5,1
F23Q10071546,18,0
F22Q10203942,20,0
F22Q10466253,6,1
F22Q30103027,9,1
F22Q30216388,21,0
F23Q10043539,16,0
F22Q10325236,10,1
F23Q20179445,23,0
F22Q10297901,4,1
F22Q30305106,11,1
F22Q40211209,24,0
F23Q10115795,16,0
F22Q20148372,5,1
F23Q30062955,15,0
F22Q10489935,18,0
F22Q30106308,17,0
F22Q10282252,23,0
F22Q10324858,17,0
F22Q20239492,23,0
F23Q30105999,22,0
F22Q40021156,16,0
F22Q20078703,9,1
F22Q40099880,14,0
F23Q30090440,19,0
F23Q20000024,3,1
F22Q20358417,16,0
F22Q20373898,17,0
F23Q20125639,19,0
F22Q10057230,18,0
F22Q20156951,18,0
F23Q10066378,19,0
F23Q10177156,17,0
F22Q10242583,18,0
F22Q10430944,9,1
F22Q30035433,16,0
F22Q10260255,14,0
F22Q10172028,17,0
F22Q20014715,21,0
F22Q30235564,6,1
F23Q20098433,6,1
F22Q40216671,19,0
F22Q20425458,11,1
F22Q10573610,18,0
F22Q10410854,17,0
F22Q40037576,8,1
F23Q20050441,22,0
F23Q20025644,19,0
F23Q30174771,18,0
F22Q10156212,10,1
F22Q30026099,13,0
F22Q10333331,10,1
F22Q40168616,9,1
F23Q20246906,10,1
F22Q10396752,12,1
F22Q20209549,7,1
F22Q10170012,16,0
F22Q20146018,20,0
F23Q10006277,6,1
F22Q10075659,3,1
F22Q30154006,24,0
F23Q30101052,17,0
F22Q10129615,9,1
F23Q10088640,12,1
F23Q20105582,17,0
F22Q10169161,13,0
F23Q20262937,20,0
F22Q30197702,15,0
F22Q20316421,14,0
F23Q30099531,15,0
F23Q30117045,19,0
F22Q10269054,17,0
F22Q10033069,10,1
F22Q20355781,12,1
F22Q20115685,23,0
F22Q20176733,6,1
F23Q20053463,13,0
F23Q30010318,5,1
F23Q10068141,21,0
F23Q10077763,8,1
F22Q20189067,17,0
F22Q10480313,18,0
F22Q30107387,5,1
F23Q20201114,16,0
F22Q20244291,15,0
F22Q40089342,14,0
F22Q10169022,3,1
F22Q30217988,21,0
F23Q20025175,19,0
F23Q30169309,15,0
F22Q10104384,13,0
F23Q10077890,18,0
F22Q20089170,5,1
F22Q20104269,5,1
F22Q40178775,20,0
F22Q30117160,13,0
F23Q20246683,19,0
F22Q40067028,14,0
F23Q30089473,18,0
F22Q20170785,24,0
F22Q10322114,24,0
F22Q20285721,21,0
F22Q10216378,3,1
F23Q30059618,20,0
F23Q20210113,12,1
F23Q30255197,16,0
F22Q40218138,8,1
F23Q20114543,17,0
F23Q10107346,20,0
F22Q10190941,4,1
F23Q10096102,22,0
F22Q30050043,19,0
F23Q20102483,13,0
F22Q30122160,7,1
F23Q20182845,6,1
F23Q30188854,15,0
F22Q20263611,14,0
F23Q10006990,19,0
F22Q30110489,10,1
F22Q30117104,16,0
F22Q30245004,22,0
F22Q10217315,3,1
F22Q10353458,12,1
F22Q10326338,6,1
F23Q30048801,4,1
F23Q30054362,24,0
F22Q30330919,15,0
F22Q30254176,5,1
F22Q20322352,17,0
F22Q10024531,10,1
F22Q20061458,18,0
F23Q10167472,13,0
F22Q20399215,13,0
F22Q10236755,16,0
F22Q20095324,13,0
F23Q30196073,19,0
F23Q20044769,23,0
F23Q30207819,22,0
F22Q40029572,12,1
F22Q10477615,11,1
F22Q20119650,17,0
F23Q30085403,3,1
F22Q10501308,11,1
F22Q20274966,6,1
F22Q40159684,11,1
F22Q10396980,3,1
F23Q30167556,23,0
F23Q20101353,14,0
F23Q10186093,19,0
F23Q20038983,21,0
F22Q20370655,14,0
F23Q20174362,15,0
F22Q10546129,5,1
F22Q10205662,13,0
F22Q20329532,7,1
F22Q40042730,14,0
F22Q10071695,22,0
F23Q30170066,24,0
F23Q10166880,20,0
F23Q10171510,13,0
F22Q40207326,15,0
F22Q20047344,15,0
F22Q40097328,18,0
F22Q20080680,24,0
F22Q20179969,24,0
F22Q10444141,16,0
F22Q40187909,22,0
F22Q20207299,20,0
F22Q30104042,23,0
F22Q10254214,3,1
F23Q20160708,9,1
F22Q40091659,13,0
F22Q40112716,18,0
F22Q40176254,11,1
F23Q30229544,22,0
F22Q20352000,11,1
F23Q30071720,16,0
F23Q20259006,19,0
F22Q30087780,3,1
F22Q20238450,3,1
F22Q40048331,24,0
F22Q20395116,10,1
F23Q10028887,11,1
F23Q30157283,23,0
F22Q40136703,22,0
F22Q40005884,24,0
F22Q20275925,4,1
F22Q20285835,14,0
F22Q30155444,13,0
F22Q20161566,20,0
F23Q30189001,12,1
F22Q40194828,15,0
F22Q10359818,8,1
F22Q40084851,13,0
F22Q40120370,3,1
F22Q10477943,10,1
F22Q40156748,22,0
F23Q10095434,22,0
F22Q30140118,4,1
F22Q40026435,9,1
F22Q10579046,10,1
F22Q30142735,13,0
F22Q40202512,12,1
F22Q10025732,11,1
F22Q10002446,11,1
F22Q10361307,3,1
F22Q20270053,11,1
F22Q20302053,3,1
F22Q30059261,14,0
F22Q20137073,23,0
F22Q10531177,7,1
F22Q10291678,23,0
F23Q10099163,7,1
F22Q30318708,19,0
F22Q20087168,7,1
F22Q30309229,24,0
F23Q30094519,16,0
F22Q40096800,4,1
F22Q20405915,22,0
F22Q10282449,4,1
F23Q20227374,14,0
F22Q10348709,6,1
F22Q30152181,13,0
F23Q20058024,18,0
F22Q30239614,24,0
F22Q10109333,24,0
F22Q20299691,21,0
F22Q10399507,18,0
F23Q10015965,21,0
F23Q20155975,20,0
F22Q20358569,23,0
F22Q30159612,13,0
F22Q10430393,9,1
F22Q30274687,24,0
F23Q20071165,7,1
F22Q40182636,5,1
F23Q20012364,18,0
F22Q40044458,7,1
F23Q30136516,16,0
F22Q10110042,11,1
F23Q20012444,11,1
F22Q40073132,23,0
F23Q30146987,19,0
F23Q20008718,15,0
F23Q20179408,13,0
F23Q20070424,20,0
F22Q40154155,22,0
F23Q10012816,23,0
F22Q20276828,8,1
F22Q40062322,21,0
F22Q40185687,21,0
F22Q40068007,15,0
F22Q20043097,12,1
F23Q20237762,16,0
F22Q20062707,17,0
F22Q10535304,3,1
F22Q10300156,13,0
F22Q20049877,4,1
F22Q10531970,19,0
F22Q30302616,17,0
F23Q10051319,24,0
F22Q30066160,17,0
F22Q10120807,18,0
F22Q40112254,13,0
F22Q20301616,24,0
F22Q20132912,13,0
F22Q10263889,16,0
F23Q20192836,16,0
F22Q30125421,13,0
F22Q30315028,12,1
F23Q30009059,19,0
F23Q10155773,20,0
F22Q30107743,11,1
F22Q20035612,24,0
F23Q20251360,18,0
F22Q30072263,13,0
F22Q30167712,14,0
F22Q10315772,4,1
F22Q10280594,8,1
F23Q10006237,18,0
F22Q30238438,7,1
F22Q20362416,7,1
F22Q40162664,12,1
F23Q20238418,12,1
F22Q10479900,7,1
F22Q20173889,12,1
F22Q10185154,10,1
F22Q30150572,14,0
F22Q10527077,9,1
F22Q40027776,19,0
F22Q30282404,11,1
F23Q30241776,5,1
F22Q10030449,11,1
F22Q10028166,10,1
F22Q10201679,20,0
F23Q10131127,22,0
F23Q10026760,20,0
F22Q10070046,10,1
F22Q20106691,6,1
F22Q30009043,23,0
F22Q40056808,9,1
F23Q20267311,24,0
F22Q20080733,8,1
F23Q30070348,11,1
F23Q10076197,22,0
F22Q10343707,6,1
F22Q20007391,13,0
F22Q40009253,21,0
F22Q40114268,24,0
F23Q30216966,15,0
F22Q10441413,6,1
F22Q20193554,12,1
F22Q20167198,16,0
F22Q30320728,11,1
F22Q30054535,11,1
F23Q20143734,22,0
F23Q30105318,13,0
F22Q30176090,22,0
F23Q30235665,6,1
F23Q20227343,12,1
F22Q30103390,24,0
F22Q30208423,14,0
F22Q30238366,22,0
F23Q20203416,16,0
F22Q10373521,7,1
F22Q20227579,17,0
F22Q20157813,11,1
F23Q30176997,19,0
F22Q10435152,14,0
F22Q40110405,13,0
F22Q20293639,16,0
F23Q30045304,5,1
F23Q20188986,24,0
F22Q40071641,23,0
F22Q20044860,3,1
F22Q30066757,17,0
F23Q30192926,22,0
F22Q10562421,8,1
F22Q20395518,7,1
F22Q40154479,17,0
F22Q30269726,17,0
F22Q10162443,19,0
F22Q10120719,23,0
F22Q20159551,9,1
F22Q40019851,19,0
F22Q20261825,7,1
F22Q20121354,11,1
F22Q20275864,22,0
F22Q20358724,13,0
F22Q10357936,23,0
F22Q40183877,17,0
F22Q10580057,12,1
F22Q20113565,16,0
F22Q30073466,14,0
F23Q30144173,15,0
F23Q30084459,6,1
F22Q10505828,9,1
F22Q30110331,23,0
F22Q40187441,9,1
F22Q20030235,19,0
F22Q40109384,7,1
F22Q40145178,24,0
F23Q20135600,18,0
F23Q30261343,15,0
F22Q20231128,8,1
F22Q10222631,18,0
F22Q20034147,8,1
F23Q20195540,20,0
F22Q30030953,14,0
F22Q20118893,9,1
F23Q20048699,17,0
F22Q10263722,14,0
F22Q20399030,8,1
F23Q30023425,11,1
F22Q20194119,24,0
F22Q20318691,22,0
F22Q40039095,21,0
F23Q20191295,13,0
F23Q30149567,23,0
F22Q10150370,10,1
F22Q30329368,19,0
F22Q40210611,24,0
F22Q10104615,8,1
F23Q30020216,16,0
F22Q10041878,20,0
F22Q10326849,14,0
F23Q30057977,19,0
F22Q10174955,16,0
F22Q10502332,19,0
F22Q10304593,15,0
F22Q10259978,9,1
F23Q20247010,18,0
F23Q30175642,9,1
F23Q20089196,23,0
F22Q20262600,7,1
F22Q30123516,16,0
F22Q40208261,22,0
F22Q30208675,13,0
F23Q20005006,17,0
F22Q30212423,17,0
F22Q10039371,18,0
F22Q10316131,6,1
F22Q20228085,20,0
F23Q30061231,12,1
F22Q10506906,7,1
F22Q10425710,15,0
F22Q40086279,21,0
F23Q20200978,14,0
F23Q20227845,20,0
F23Q10095122,17,0
F23Q20072681,22,0
F22Q40217885,9,1
F22Q10248448,5,1
F23Q10031350,16,0
F23Q20139739,17,0
F23Q30112290,10,1
F23Q30096102,19,0
F23Q10057485,19,0
F22Q30236674,16,0
F22Q40136001,14,0
F23Q10121788,23,0
F23Q10148436,20,0
F22Q40015401,3,1
F23Q20162668,13,0
F22Q20317279,7,1
F22Q10409620,14,0
F22Q10020172,13,0
F23Q10158421,22,0
F22Q30227232,11,1
F22Q20350934,17,0
F23Q10136500,6,1
F22Q10420034,9,1
F22Q10189748,22,0
F22Q20035159,21,0
F22Q10401744,16,0
F22Q20271231,20,0
F22Q30127720,23,0
F22Q10155412,10,1
F22Q30062545,13,0
F23Q30162688,4,1
F23Q10156988,16,0
F22Q30313262,21,0
F22Q20035909,14,0
F22Q40067051,21,0
F23Q10160750,24,0
F22Q10026726,8,1
F22Q30315945,4,1
F22Q20109090,4,1
F23Q30114703,15,0
F22Q20413150,10,1
F22Q30315859,17,0
F23Q30182959,5,1
F22Q20024450,11,1
F22Q30144563,19,0
F22Q40207458,11,1
F23Q20229328,5,1
F22Q20109048,13,0
F22Q20319604,8,1
F22Q40146384,6,1
F23Q30021984,16,0
F22Q30233733,10,1
F22Q10028602,12,1
F22Q30256006,4,1
F22Q30170661,19,0
F22Q30271964,5,1
F23Q20034050,12,1
F22Q20235874,22,0
F22Q20380122,17,0
F22Q20089175,20,0
F22Q10194860,5,1
F22Q10072005,10,1
F23Q30225104,15,0
F23Q20175023,23,0
F22Q30275313,22,0
F23Q10110038,9,1
F22Q10224584,24,0
F22Q10477526,19,0
F22Q40028528,12,1
F22Q40116428,18,0
F23Q10049495,3,1
F22Q40089338,23,0
F22Q20329307,24,0
F22Q30294935,20,0
F22Q20430800,12,1
F22Q10420758,11,1
F22Q40075661,7,1
F22Q40202405,11,1
F22Q30007928,21,0
F22Q30197438,21,0
F22Q10201976,10,1
F22Q20182556,16,0
F23Q30232614,10,1
F23Q30179920,18,0
F22Q10057142,14,0
F22Q20039210,17,0
F23Q20248108,16,0
F22Q30075703,20,0
F22Q40199213,14,0
F22Q10537324,15,0
F23Q10031535,12,1
F23Q30233551,10,1
F22Q30161953,18,0
F22Q30221735,14,0
F22Q30261816,10,1
F22Q40008367,18,0
F22Q40011740,6,1
F22Q20237093,17,0
F23Q30117363,22,0
F22Q40059623,21,0
F22Q10166825,7,1
F22Q20290129,17,0
F22Q30286921,3,1
F23Q10047126,16,0
F22Q20072395,9,1
F23Q30077414,19,0
F22Q10426215,16,0
F22Q30233550,15,0
F23Q20236490,17,0
F22Q40087797,18,0
F22Q40215274,13,0
F22Q20168762,5,1
F22Q30068041,6,1
F22Q30045941,14,0
F22Q20127253,4,1
F22Q10477623,9,1
F23Q20180352,19,0
F22Q20423187,6,1
F23Q10176087,17,0
F22Q20325304,22,0
F23Q10181344,4,1
F22Q10456031,20,0
F23Q10043410,3,1
F22Q40220614,12,1
F22Q10438591,20,0
F23Q30197793,18,0
F22Q30059431,5,1
F23Q30012902,11,1
F22Q40213252,19,0
F22Q40038639,21,0
F22Q40029224,23,0
F22Q30252052,11,1
F22Q10012258,19,0
F22Q10470280,8,1
F22Q30331125,21,0
F22Q10095721,10,1
F22Q10538264,17,0
F22Q10358080,11,1
F22Q40173635,23,0
F22Q30265645,4,1
F22Q30153561,21,0
F22Q20285459,9,1
F22Q30301333,22,0
F23Q20107695,13,0
F22Q10212396,16,0
F22Q20392734,20,0
F22Q10195519,21,0
F22Q20248417,13,0
F22Q40083700,8,1
F22Q20076552,15,0
F23Q20207615,19,0
F22Q30134225,12,1
F22Q30266539,3,1
F23Q20227020,12,1
F23Q10046351,17,0
F23Q20010614,15,0
F23Q30193578,22,0
F22Q20371813,8,1
F22Q20369862,19,0
F23Q30203099,19,0
F22Q20177535,9,1
F22Q40185087,17,0
F22Q40061348,7,1
F23Q20159244,15,0
F22Q10398315,17,0
F22Q30111401,8,1
F23Q10161841,5,1
F22Q10094099,7,1
F22Q20268014,17,0
F22Q20089903,9,1
F22Q40013333,20,0
F22Q40156124,8,1
F22Q20340231,17,0
F23Q10035014,13,0
F22Q20362678,9,1
F22Q10008665,23,0
F23Q20035251,23,0
F23Q30088550,10,1
F23Q20114190,6,1
F22Q10546921,23,0
F23Q20132130,24,0
F22Q30217873,17,0
F22Q20161139,17,0
F22Q20076148,22,0
F22Q40138370,3,1
F22Q20406480,9,1
F22Q20061651,11,1
F22Q10053634,5,1
F22Q30028929,12,1
F22Q30176622,6,1
F22Q30027593,12,1
F22Q20388674,18,0
F22Q40193349,6,1
F23Q10051953,20,0
F22Q30183226,12,1
F23Q10005107,21,0
F22Q40165774,7,1
F22Q20023200,7,1
F22Q20337320,7,1
F22Q20054677,13,0
F22Q40183508,13,0
F22Q30179122,22,0
F22Q30145759,5,1
F23Q30014604,24,0
F22Q40035417,21,0
F23Q30079063,11,1
F23Q30010509,12,1
F22Q20338118,7,1
F22Q30036326,7,1
F22Q20301867,21,0
F22Q40083925,20,0
F22Q40104149,24,0
F22Q30247925,18,0
F23Q20237358,20,0
F22Q20121194,3,1
F23Q10165716,13,0
F22Q10442371,19,0
F22Q40094307,24,0
F22Q10152398,18,0
F23Q30246379,7,1
F23Q10166972,8,1
F23Q20140559,12,1
F22Q10397840,22,0
F23Q10146155,8,1
F22Q20165704,22,0
F23Q10009031,13,0
F23Q20104592,18,0
F22Q10521537,21,0
F23Q10061239,20,0
F23Q20192266,17,0
F22Q20288838,8,1
F22Q20076774,12,1
F23Q30021859,11,1
F23Q10051833,10,1
F22Q10490238,7,1
F22Q20060405,6,1
F22Q10062527,16,0
F22Q20168468,9,1
F22Q20354821,3,1
F22Q30245051,14,0
F22Q40113638,11,1
F22Q30302619,14,0
F22Q30284578,15,0
F23Q20008393,20,0
F22Q20014804,9,1
F22Q20367674,6,1
F22Q40080286,20,0
F23Q30186309,10,1
F23Q20079642,7,1
F23Q20228976,19,0
F23Q20183090,18,0
F22Q20147765,19,0
F22Q40103575,14,0
F22Q30026269,12,1
F23Q30228502,22,0
F22Q10418154,14,0
F23Q20118162,14,0
F22Q10363567,16,0
F22Q30059800,13,0
F22Q30205981,22,0
F22Q20275589,8,1
F23Q10166535,6,1
F22Q20007198,17,0
F22Q10505141,5,1
F22Q10547540,20,0
F22Q40195958,16,0
F22Q20399674,20,0
F22Q10359334,16,0
F22Q40026311,15,0
F23Q20179323,18,0
F22Q10466873,20,0
F22Q30043846,4,1
F22Q30332315,21,0
F23Q30219208,10,1
F22Q10296374,10,1
F22Q40044217,10,1
F22Q10123801,16,0
F22Q10227009,9,1
F22Q10053680,13,0
F22Q10291459,12,1
F22Q30335950,22,0
F22Q20241192,3,1
F22Q40171663,6,1
F22Q10333977,13,0
F22Q30275392,8,1
F22Q20020781,20,0
F22Q30283292,4,1
F23Q30147815,18,0
F22Q30152749,4,1
F22Q10523519,23,0
F22Q30195657,11,1
F22Q20267458,14,0
F23Q30070959,16,0
F22Q40121526,15,0
F22Q10266688,18,0
F23Q20241699,16,0
F23Q10142363,19,0
F22Q30255460,16,0
F22Q40142594,14,0
F22Q20356623,4,1
F22Q30335791,12,1
F22Q20293199,3,1
F22Q10117444,14,0
F22Q20030381,12,1
F22Q10480611,16,0
F22Q20199795,16,0
F22Q10365746,24,0
F23Q20253598,21,0
F23Q30019031,17,0
F23Q30120382,14,0
F22Q30222490,4,1
F23Q10129268,6,1
F23Q30206532,15,0
F22Q40013234,13,0
F23Q20021787,6,1
F23Q20197615,18,0
F22Q20194195,12,1
F22Q20377033,16,0
F22Q40162983,21,0
F22Q40050984,10,1
F22Q20198500,4,1
F23Q30122559,24,0
F23Q10170856,18,0
F23Q20118163,19,0
F23Q10077514,9,1
F22Q40015424,8,1
F22Q20310533,14,0
F23Q20269872,18,0
F22Q30281955,14,0
F22Q30021309,4,1
F22Q30173592,3,1
F23Q30006805,13,0
F22Q30058257,14,0
F22Q20220745,10,1
F23Q30244390,21,0
F23Q30222796,22,0
F23Q10164695,6,1
F22Q20201918,5,1
F23Q30075358,20,0
F22Q20162484,20,0
F22Q20160448,13,0
F22Q30259286,4,1
F22Q20421527,13,0
F23Q30232137,7,1
F22Q40015968,19,0
F23Q20167370,21,0
F23Q10062628,10,1
F22Q20166748,4,1
F22Q40196899,14,0
F23Q10065067,16,0
F22Q10524456,9,1
F22Q30206296,15,0
F22Q30089452,17,0
F22Q20204279,21,0
F22Q30081895,7,1
F23Q10131758,19,0
F23Q30030288,19,0
F22Q10258316,17,0
F22Q30047118,23,0
F22Q30274220,23,0
F22Q10199688,18,0
F23Q30186895,11,1
F22Q20025990,13,0
F23Q10147514,5,1
F22Q30025573,2,1
F22Q40109939,23,0
F23Q20105385,22,0
F22Q20115336,15,0
F23Q20215311,8,1
F23Q10128545,22,0
F22Q30161823,8,1
F22Q20109655,5,1
F22Q10486361,13,0
F22Q10154845,5,1
F22Q10033261,16,0
F22Q40061449,4,1
F22Q10156673,23,0
F22Q10069794,10,1
F22Q30173290,24,0
F22Q40051385,9,1
F23Q20036555,24,0
F22Q10525791,5,1
F22Q20251061,23,0
F22Q40120452,21,0
F23Q10182210,16,0
F22Q10207057,9,1
F22Q40202719,5,1
F23Q10083834,17,0
F23Q30133874,6,1
F23Q20255493,18,0
F22Q40096262,24,0
F22Q20176359,10,1
F22Q10487052,3,1
F22Q20400207,15,0
F23Q20129763,4,1
F22Q30215627,17,0
F23Q10145172,20,0
F23Q30000359,20,0
F22Q40112782,9,1
F22Q20110748,12,1
F22Q40090230,20,0
F22Q30049316,4,1
F23Q30182063,20,0
F22Q20425373,9,1
F22Q20283309,12,1
F23Q30212912,21,0
F22Q30061657,23,0
F23Q20126388,19,0
F22Q10069459,11,1
F22Q30271809,23,0
F22Q20125958,16,0
F22Q40152643,3,1
F22Q20202990,6,1
F23Q10020937,21,0
F22Q20281346,13,0
F23Q30123527,14,0
F22Q10349976,6,1
F22Q40174285,23,0
F22Q20195819,17,0
F23Q10076230,10,1
F23Q20046465,19,0
F22Q20294329,18,0
F23Q30088700,16,0
F22Q30015465,12,1
F22Q40221300,7,1
F23Q10000003,17,0
F22Q10029933,5,1
F22Q20261167,16,0
F23Q20237748,13,0
F23Q20267080,4,1
F22Q20412174,12,1
F23Q30242999,13,0
F22Q10316266,23,0
F22Q20016185,19,0
F22Q20105458,9,1
F22Q20214648,7,1
F22Q30253422,14,0
F22Q40026575,13,0
F22Q30332613,17,0
F22Q30300822,24,0
F22Q20118240,15,0
F22Q40123517,22,0
F22Q20136167,9,1
F22Q40160383,17,0
F23Q20091536,19,0
F22Q30121329,3,1
F22Q20177695,21,0
F22Q40072946,24,0
F22Q40049342,24,0
F22Q10503375,3,1
F22Q20275255,19,0
F23Q30234543,16,0
F23Q30228452,22,0
F22Q30282520,13,0
F22Q20355228,18,0
F22Q40083504,12,1
F22Q10435513,20,0
F22Q10062001,10,1
F22Q10285285,12,1
F23Q20110409,21,0
F22Q30295955,8,1
F22Q10008995,15,0
F23Q10067190,11,1
F22Q20025357,16,0
F23Q20126121,17,0
F22Q20291437,13,0
F23Q20267526,18,0
F22Q30115817,12,1
F22Q10496845,3,1
F22Q30292655,24,0
F22Q20428617,17,0
F22Q30107182,4,1
F23Q30200591,8,1
F22Q10489619,21,0
F22Q30105910,6,1
F22Q30159359,10,1
F23Q30089901,16,0
F23Q30258758,20,0
F23Q30111375,23,0
F22Q20079333,24,0
F23Q10125760,23,0
F22Q20410034,22,0
F22Q40161542,13,0
F22Q10292694,17,0
F22Q30217772,23,0
F22Q10093199,23,0
F22Q40126547,4,1
F22Q30194367,14,0
F22Q30249382,24,0
F22Q40116548,17,0
F22Q10567815,11,1
F22Q30256096,6,1
F23Q20209073,10,1
F22Q10385780,15,0
F22Q20337363,15,0
F22Q30226579,22,0
F23Q30022381,15,0
F22Q10020665,16,0
F22Q20167140,10,1
F22Q30155185,15,0
F22Q20107778,18,0
F23Q20075745,5,1
F22Q10406385,12,1
F23Q30214837,18,0
F22Q30189462,19,0
F22Q20129191,9,1
F22Q20043252,10,1
F22Q10223035,15,0
F23Q10088164,4,1
F22Q10552897,18,0
F23Q30196008,23,0
F22Q40095285,7,1
F23Q10074290,21,0
F22Q10447430,17,0
F22Q30010971,4,1
F22Q10513765,6,1
F23Q30180512,20,0
F23Q30174822,20,0
F22Q40090956,5,1
F22Q30303345,4,1
F22Q10524231,16,0
F22Q40010236,7,1
F22Q20403789,4,1
F22Q20074984,23,0
F22Q40079257,10,1
F22Q30243596,21,0
F22Q20174173,8,1
F22Q30028829,14,0
F22Q40094606,24,0
F22Q30163027,21,0
F22Q30294234,4,1
F23Q30146184,14,0
F23Q20212968,20,0
F23Q20120783,15,0
F22Q10081882,24,0
F22Q10481433,3,1
F22Q30325542,20,0
F23Q10021201,21,0
F22Q40124353,11,1
F22Q10012125,16,0
F22Q10222447,21,0
F22Q10517246,21,0
F23Q20208146,8,1
F22Q30189595,14,0
F22Q40033394,12,1
F22Q20332653,8,1
F22Q30148732,10,1
F23Q30092926,6,1
F22Q10181131,15,0
F22Q10512290,11,1
F22Q20370573,4,1
F22Q40179307,4,1
F23Q20250728,20,0
F23Q20197423,9,1
F22Q30141735,21,0
F22Q20262511,18,0
F22Q40202647,22,0
F23Q20041316,19,0
F22Q10158233,10,1
F22Q10185991,11,1
F22Q10288206,20,0
F22Q20049055,15,0
F22Q30038278,20,0
F22Q10579614,15,0
F22Q30132460,4,1
F22Q20330941,20,0
F22Q40178771,18,0
F22Q30097997,4,1
F23Q10031666,9,1
F22Q30293911,3,1
F23Q10151824,10,1
F22Q20369823,17,0
F23Q30156761,3,1
F23Q20080826,24,0
F22Q30242474,16,0
F23Q20263463,16,0
F22Q20118107,17,0
F22Q20343642,22,0
F22Q30085722,14,0
F22Q30331536,22,0
F23Q20262833,16,0
F22Q40091536,22,0
F22Q20233269,21,0
F22Q10029626,6,1
F22Q40113485,24,0
F22Q20388352,14,0
F22Q30319058,18,0
F22Q40051267,10,1
F22Q30019897,17,0
F22Q40198470,5,1
F22Q10261519,7,1
F23Q10015755,24,0
F23Q30168318,15,0
F23Q20147387,6,1
F23Q10029392,20,0
F23Q20269252,14,0
F22Q10320418,3,1
F22Q30272356,20,0
F22Q20207506,4,1
F22Q30269835,16,0
F22Q20213224,23,0
F23Q30111379,24,0
F22Q30078243,20,0
F23Q30147146,20,0
F22Q20051650,23,0
F22Q20207354,3,1
F23Q30042859,9,1
F22Q30135903,7,1
F22Q10164179,24,0
F22Q20265144,12,1
F22Q40043761,6,1
F22Q40153848,19,0
F23Q30171701,11,1
F22Q20330306,21,0
F22Q30259981,21,0
F23Q10005682,6,1
F22Q20242362,3,1
F22Q30115326,4,1
F22Q20415348,6,1
F23Q10040548,23,0
F22Q10345011,23,0
F22Q10543927,11,1
F22Q20216938,13,0
F22Q30182179,17,0
F23Q30183845,18,0
F23Q30262207,14,0
F23Q30234440,17,0
F22Q10018906,12,1
F23Q20052363,19,0
F22Q10524632,12,1
F23Q20138759,20,0
F22Q10234296,24,0
F22Q10366902,18,0
F23Q20061334,17,0
F22Q10526833,15,0
F22Q30103064,14,0
F23Q10154531,19,0
F23Q10168301,12,1
F22Q30288160,16,0
F22Q20265678,15,0
F22Q30244704,9,1
F22Q10434212,3,1
F22Q10491370,8,1
F23Q30209337,17,0
F23Q20231594,3,1
F22Q10303921,8,1
F22Q10388045,6,1
F22Q40094344,17,0
F22Q20061228,9,1
F22Q40190151,7,1
F22Q20346122,9,1
F23Q10181941,7,1
F22Q40185307,24,0
F22Q20009215,21,0
F22Q30154582,23,0
F23Q10147072,8,1
F22Q20276522,23,0
F22Q30259239,24,0
F23Q20260741,14,0
F22Q40019869,5,1
F23Q20199075,13,0
F22Q40068678,23,0
F22Q30198588,24,0
F22Q30030189,8,1
F22Q30263580,22,0
F23Q20136900,17,0
F22Q10331377,17,0
F22Q10377294,21,0
F22Q30229036,23,0
F23Q10020606,20,0
F23Q20102484,20,0
F22Q30038050,11,1
F22Q10369243,7,1
F22Q10223814,8,1
F23Q10043689,8,1
F22Q20123459,6,1
F22Q30238267,18,0
F22Q40027246,23,0
F22Q20328231,6,1
F22Q20404961,13,0
F22Q20166850,14,0
F22Q10248059,11,1
F22Q10410703,17,0
F22Q30154620,9,1
F23Q30160326,21,0
F22Q40064896,3,1
F22Q30040325,16,0
F23Q30207803,9,1
F23Q30053979,10,1
F23Q20264657,10,1
F23Q20241369,18,0
F23Q30038355,7,1
F23Q30229930,14,0
F22Q20233639,5,1
F23Q20013810,20,0
F22Q10051509,19,0
F22Q20397102,18,0
F22Q10332864,13,0
F22Q20369000,15,0
F22Q10160238,21,0
F22Q20208699,15,0
F22Q20102043,6,1
F22Q30093118,11,1
F23Q10163343,9,1
F23Q20133755,16,0
F22Q40175334,9,1
F23Q10138136,4,1
F22Q20164371,7,1
F23Q20053252,10,1
F22Q20257403,13,0
F23Q30084719,15,0
F22Q40065653,8,1
F22Q30122041,20,0
F23Q10021303,24,0
F23Q10161345,20,0
F23Q30218439,19,0
F22Q20039098,7,1
F23Q30194558,13,0
